author,length,likes,source,tags,title
    David Mitchell  ,321,610,life,"cloud-atlas,life,soul,spirituality","      “Souls cross ages like clouds cross skies, an' tho' a cloud's shape nor hue nor size don't stay the same, it's still a cloud an' so is a soul. Who can say where the cloud's blowed from or who the soul'll be 'morrow? Only Sonmi the east an' the west an' the compass an' the atlas, yay, only the atlas o' clouds.”  "
    Coco Chanel  ,126,609,life,"art,creativity,life,love,monotony,passion,time,variety,work",      “There is no time for cut-and-dried monotony. There is time for work. And time for love. That leaves no other time.”  
    Maya Angelou  ,311,609,life,"adulthood,growing-up,life,maturity","      “I am convinced that most people do not grow up...We marry and dare to have children and call that growing up. I think what we do is mostly grow old. We carry accumulation of years in our bodies, and on our faces, but generally our real selves, the children inside, are innocent and shy as magnolias.”  "
    Jack Kerouac  ,126,607,life,"life,travel","      “Our battered suitcases were piled on the sidewalk again; we had longer ways to go. But no matter, the road is life”  "
    Amelia Atwater-Rhodes  ,74,596,life,"chaos,life",      “Life is nothing without a little chaos to make it interesting.”  
    Steve Jobs  ,92,596,life,"death,life,rip,steve","      “If you live each day as it was your last, someday you'll most certainly be right”  "
    Roy T. Bennett  ,69,506,life,"happiness,happy,happy-heart,heart,inspiration,inspirational,inspirational-quotes,inspire,inspiring,life,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “Nothing makes a person happier than having a happy heart.”  
    Tahereh Mafi  ,99,1355,love,"fangirling,juliette-miller,kiss,light,love,stars,warner",      “It's the kind of kiss that inspires stars to climb into the sky and light up the world.”  
    William Goldman  ,77,1041,love,"cough-drops,love,true-love","      “True love is the best thing in the world, except for cough drops.”  "
    Julie Kagawa  ,57,995,love,"ash,iron-fey-trilogy,julie-kagawa,love","      “You are my heart, my life, my entire existence."" "
    pleasefindthis  ,59,982,love,"break-ups,endings,forgetting-the-past,love,past,relationships",      “You’re just another story I can’t tell anymore.”  
    Charles Bukowski  ,39,981,love,"bukowski,love,moments,nice,poetry,war-all-the-time,writing","      “some moments are nice, some are"
    Renee Ahdieh  ,42,907,love,"khalid,love,shahrzard",      “My soul sees its equal in you.”  
    Tahereh Mafi  ,24,902,love,"love,warner",      “And I've fallen.
    Karl Lagerfeld  ,87,883,love,"children,emotion,feelings,kids,love,mom,mother",      “The only love that I really believe in is a mother’s love for her children.”  
    Sarah J. Maas  ,75,879,love,"feyre,love,tamlin,thorns","      “I love you,’ he whispered, and kissed my brow. ‘Thorns and all.”  "
    Stefan Molyneux  ,115,874,love,"freedomain-radio,love,stefan-molyneux,truth","      “There is nothing that is going to make people hate you more, and love you more, than telling the truth.”  "
    James V. Hart  ,167,870,love,"dreams,love,misattributed-jm-barrie,misattributed-peter-pan","      “You know that place between sleep and awake, that place where you still remember dreaming? That’s where I’ll always love you. That’s where I’ll be waiting.”  "
    F. Scott Fitzgerald  ,44,853,love,"betrayal,love","      “Ah,"" she cried, ""you look so cool."" "
    Amit Ray  ,223,842,love,"attention,compassion,happiness,happy-life,inspirational,kindness,life,love,meaning-of-life,meditation,money,oneness,peace,perspective,philosophy,positive-attitude,positive-living,purpose,purpose-in-life,purpose-of-life,purposeful-living,respect,revelation,self-awareness,self-discovery,spirit,spirituality,wisdom","      “It does not matter how long you are spending on the earth, how much money you have gathered or how much attention you have received. It is the amount of positive vibration you have radiated in life that matters,”  "
    David Nicholls  ,208,838,love,"gifts,love,self-confidence","      “You're gorgeous, you old hag, and if I could give you just one gift ever for the rest of your life it would be this. Confidence. It would be the gift of confidence. Either that or a scented candle”  "
    Stieg Larsson  ,73,819,love,"family,life,life-lessons,love",      “Then I discovered that being related is no guarantee of love!”  
    Antoine De Saint-Exupery  ,66,817,love,love,      “True love begins when nothing is looked for in return.”  
    Richard Rodgers  ,92,815,love,"adoration,beauty,love","      “Do I love you because you're beautiful, or are you beautiful because I love you?”  "
    S.C. Stephens  ,533,806,love,"betrayal,denny-harris,hurt,love","      “I think in the end, you would have stayed with me, out of obligation...or maybe comfort. Maybe I was safe to you, and you needed to feel that. I know how scared you get of the unknown. To you...I must be kind of a security blanket. Do you see now, how that doesn't work for me? I don't want to be there, simply because the idea of me being gone is too...scary. I want to be someone's everything. I want fire and passion, and love that's returned, equally. I want to be someone's heart... Even if it means breaking my own.”  "
    Taylor Swift  ,66,803,love,"couples,heartbreak,love,missing-you,sad,song-lyrics",      “you're an expert at sorry and keeping the lines blurry”  
    Sarah Dessen  ,322,802,love,"being-loved,faith,love,meaningful,regret","      “Well, it's true that I have been hurt in my life. Quite a bit. But it's also true that I have loved, and been loved. and that carries a weight of its own. A greater weight, in my opinion. It's like that pie chart we talked about earlier. in the end, I'll look back on my life and see that the greatest piece of it "
    Jonathan Safran Foer  ,8,801,love,love,      “
    Melina Marchetta  ,159,796,love,"family,grief,jellicoe-road,love,melina-marchetta",      “But grief makes a monster out of us sometimes . . . and sometimes you say and do things to the people you love that you can't forgive yourself for.”  
    Michelle Hodkin  ,80,789,love,"adorable,couples,love,mara-dyer,noah-shaw,ya","      “In my rush, I hadn’t tied my shoelaces. Noah was now tying them for me. "
    Ingrid Bergman  ,101,786,love,"kiss,love,nature,trick,words",      “A kiss is a lovely trick designed by nature to stop speech when words become superfluous.”  
    Rob Sheffield  ,382,785,love,"loss,love,pain","      “It’s the same with people who say, ‘Whatever doesn’t kill you makes you stronger.’ Even people who say this must realize that the exact opposite is true. What doesn’t kill you maims you, cripples you, leaves you weak, makes you whiny and full of yourself at the same time. The more pain, the more pompous you get. Whatever doesn’t kill you makes you incredibly annoying.”  "
    St. Augustine of Hippo  ,142,785,love,"adventure,confessions,love,romance","      “To fall in love with God is the greatest romance; to seek him the greatest adventure; to find him, the greatest human achievement.”  "
    Vita Sackville-West  ,110,781,love,"correspondence,love,writers","      “Damn you, spoilt creature; I shan’t make you love me any the more by giving myself away like this.”  "
    Stephen Chbosky  ,88,780,love,"love,romance",      “What about when someone doesn't need a shoulder? What if they need the arms?”  
    Sarah Dessen  ,162,778,love,"break-ups,dreamland,letting-go,love,sarah-dessen","      “If you didn't love him, this never would have happened. But you did. And accepting that love and everything that followed it is part of letting it go.”  "
    Becca Fitzpatrick  ,136,774,love,"angel,angry,becca-fitzpatrick,hush,love,nora-grey,patch","      “Are you gloating inside? That's what this is about, isn't it? Getting me to trust you so you could blow it up in my face!"" [...]"
    Samuel Beckett  ,152,795,inspirational,"crying,equilibrium,inspirational,tears",      “The tears of the world are a constant quantity. For each one who begins to weep somewhere else another stops. The same is true of the laugh.”  
    Ayaan Hirsi Ali  ,427,704,inspirational,"atheism,death,inspirational,life","      “The only position that leaves me with no cognitive dissonance is atheism. It is not a creed. Death is certain, replacing both the siren-song of Paradise and the dread of Hell. Life on this earth, with all its mystery and beauty and pain, is then to be lived far more intensely: we stumble and get up, we are sad, confident, insecure, feel loneliness and joy and love. There is nothing more; but I want nothing more.”  "
    Mark Twain  ,79,691,inspirational,"inspirational,positive,worries","      “I've had a lot of worries in my life, most of which never happened.”  "
    Steve Maraboli  ,20,689,inspirational,"happiness,inspirational,inspirational-poem,life,motivational,seize-the-day",      “Why Not You?
    C. JoyBell C.  ,1006,675,inspirational,"growing,growth,humanism,humanity,inspirational,inspirational-life,inspirational-quotes,learning,life,life-and-living,life-experiences,life-lessons","      “Growing up means learning what life is. When you're little, you have a set of ideals, standards, criteria, plans, outlooks, and you think that you have to sit around and wait for them to happen to you and then life will work. But life isn't like that, for anybody; you can't fall in love with a standard, you have to fall in love with a person. You can't live in a criteria, you have to live your life. You can't wait for your plans to materialize, because they may never materialize the way you think they will. You can't wait to watch your ideals and standards walk up to you, because you can't know what's yours until you have it. I always say, always take the first chance in case you never get a second one, but growing up takes that even one step further, growing up means that you have to hold on to what you have, when you have it, because what you have- that's yours- and all the ideals and criteria you have set in your head, those aren't yours, because those haven't happened to you.”  "
    Martin Luther King Jr.  ,58,670,inspirational,inspirational,      “the time is always right to do the right thing”  
    Roy T. Bennett  ,64,643,inspirational,"gratitude,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking","      “When one has a grateful heart, life is so beautiful.”  "
    Robert T. Kiyosaki  ,255,642,inspirational,"humanity,inspirational,mistakes,risk,school","      “In school we learn that mistakes are bad, and we are punished for making them. Yet, if you look at the way humans are designed to learn, we learn by making mistakes. We learn to walk by falling down. If we never fell down, we would never walk.”  "
    Roy T. Bennett  ,156,634,inspirational,"experience,inspiration,inspirational,inspirational-quotes,inspire,inspiring,learning,lessons-in-life,life,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,teach",      “Some things cannot be taught; they must be experienced. You never learn the most valuable lessons in life until you go through your own journey.”  
    Paulo Coelho  ,36,634,inspirational,inspirational,"      “Maktub"" (It is written.)”  "
    Nicola Yoon  ,52,619,inspirational,"inspirational,life,love,young-adult",      “Life is a gift. Don't forget to live it.”  
    Jon Krakauer  ,137,612,inspirational,inspirational,"      “I'm going to paraphrase Thoreau here... rather than love, than money, than faith, than fame, than fairness... give me truth. ”  "
    Audrey Hepburn  ,107,612,inspirational,inspirational,"      “I've been lucky. Opportunities don't often come along. So, when they do, you have to grab them.”  "
    Che Guevara  ,98,611,inspirational,"bravery,carpe-diem,commitment,courage,here-and-now,indiviuality,inspirational,passion",      “We cannot be sure of having something to live for unless we are willing to die for it.”  
    Benjamin Hoff  ,115,610,inspirational,"inspirational,taoism,winnie-the-pooh",      “Do you really want to be happy? You can begin by being appreciative of who you are and what you've got.”  
    Margaret Weis  ,284,605,inspirational,"inspirational,love","      “Words can never fully say what we want them to say, for they fumble, stammer, and break the best porcelain. The best one can hope for is to find along the way someone to share the path, content to walk in silence, for the heart communes best when it does not try to speak.”  "
    William Golding  ,48,603,inspirational,"inspirational,simplicity",      “The greatest ideas are the simplest.”  
    Conan O'Brien  ,347,599,inspirational,"cynicism,happiness,inspirational","      “All I ask is one thing, and I’m asking this particularly of young people: please don’t be cynical. I hate cynicism, for the record, it’s my least favorite quality and it doesn’t lead anywhere. Nobody in life gets exactly what they thought they were going to get. But if you work really hard and you’re kind, amazing things will happen.”  "
    Roy T. Bennett  ,105,595,inspirational,"courage,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,mistakes,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking","      “It takes guts and humility to admit mistakes. Admitting we're wrong is courage, not weakness.”  "
    Oprah Winfrey  ,65,594,inspirational,"inspirational,oprah",      “You get in life what you have the courage to ask for.”  
    C. JoyBell C.  ,329,592,inspirational,"inspiration,inspirational,inspirational-life,inspirational-love,inspirational-quotes,life,living,love,meaning-of-life,passion",      “I have learned that you can go anywhere you want to go and do anything you want to do and buy all the things that you want to buy and meet all the people that you want to meet and learn all the things that you desire to learn and if you do all these things but are not madly in love: you have still not begun to live.”  
    Pablo Picasso  ,94,591,inspirational,inspirational,"      “I am always doing that which I can not do, in order that I may learn how to do it.”  "
    Emily Dickinson  ,88,589,inspirational,"inspirational,writing","      “The soul should always stand ajar, ready to welcome the ecstatic experience.”  "
    Frederick Buechner  ,110,587,inspirational,inspirational,      “The place God calls you to is the place where your deep gladness and the world’s deep hunger meet.”  
    Elizabeth Gilbert  ,416,586,inspirational,inspirational,"      “So tonight I reach for my journal again. This is the first time I’ve done this since I came to Italy. What I write in my journal is that I am weak and full of fear. I explain that Depression and Loneliness have shown up, and I’m scared they will never leave. I say that I don’t want to take the drugs anymore, but I’m frightened I will have to. I am terrified that I will never really pull my life together. "
    J.K. Rowling  ,95,584,inspirational,"inspirational,life","      “Hearing voices no one else can hear isn't a good sign, even in the wizarding world.”  "
    Pittacus Lore  ,70,578,inspirational,"hector-ricardo,inspirational",      “The only limits for tomorrow are the doubts we have today.”  
    Roy T. Bennett  ,333,545,inspirational,"future,happiness,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,learning,life,life-and-living,life-lessons,life-quotes,live-in-the-present,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,worry","      “It is difficult to live in and enjoy the moment when you are thinking about the past or worrying about the future. You cannot change your past, but you can ruin the present by worrying about your future. Learn from the past, plan for the future. The more you live in and enjoy the present moment, the happier you will be.”  "
    Roy T. Bennett  ,69,506,inspirational,"happiness,happy,happy-heart,heart,inspiration,inspirational,inspirational-quotes,inspire,inspiring,life,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “Nothing makes a person happier than having a happy heart.”  
    Roy T. Bennett  ,234,498,inspirational,"change,happiness,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking","      “Changing your outside world cannot make you happy if you are an unhappy person. The real personal change can only happen from the inside out. If you firstly create the change within yourself, you can turn your life around.”  "
    Sarah Dessen  ,310,828,life,"home,life,together","      “Home wasn't a set house, or a single town on a map. It was wherever the people who loved you were, whenever you were together. Not a place, but a moment, and then another, building on each other like bricks to create a solid shelter that you take with you for your entire life, wherever you may go.”  "
    Douglas Adams  ,147,740,life,"equality,life,logic,opinions","      “All opinions are not equal. Some are a very great deal more robust, sophisticated and well supported in logic and argument than others.”  "
    Tom Robbins  ,112,740,life,"killing,life","      “There are many things worth living for, a few things worth dying for, and nothing worth killing for.”  "
    Jason Mraz  ,106,729,life,"failure,inspirational,life,success,truth,winning",      “You’re not obligated to win. You’re obligated to keep trying. To the best you can do everyday.”  
    Steve Maraboli  ,121,717,life,"grudges,hurt,inspirational,life,relationships,sorry","      “When you hold a grudge, you want someone else’s sorrow to reflect your level of hurt but the two rarely meet.”  "
    Shel Silverstein  ,13,699,life,"elf,goblin,humor,leprechaun,life,magic,make-magic,mermaid,poem,troll,witch",      “Magic
    Henry David Thoreau  ,144,694,life,"cost,life,price,time,value","      “The cost of a thing is the amount of what I will call life which is required to be exchanged for it, immediately or in the long run.”  "
    John Green  ,224,693,life,"aza-holmes,john-green,life,page-257,stories,turtles-all-the-way-down","      “You're both the fire and the water that extinguishes it. You're the narrator, the protagonist, and the sidekick. You're the storyteller and the story told. You are somebody's something, but you are also your you.”  "
    Thomas Merton  ,240,684,life,"destiny,life,purpose","      “If you want to identify me, ask me not where I live, or what I like to eat, or how I comb my hair, but ask me what I am living for, in detail, ask me what I think is keeping me from living fully for the thing I want to live for.”  "
    Roy T. Bennett  ,120,679,life,"growing,heart,humanity,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,learning,life,life-and-living,life-lessons,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,what-matters","      “Never let hard lessons harden your heart; the hard lessons of life are meant to make you better, not bitter.”  "
    Philip K. Dick  ,341,675,life,"identity,life,science","      “You will be required to do wrong no matter where you go. It is the basic condition of life, to be required to violate your own identity. At some time, every creature which lives must do so. It is the ultimate shadow, the defeat of creation; this is the curse at work, the curse that feeds on all life. Everywhere in the universe.”  "
    Christine Feehan  ,118,668,life,"inspiration,life","      “Life gives us choices. You either grab on with both hands and just go for it, or you sit on the sidelines.”  "
    Roy T. Bennett  ,120,666,life,"inner-peace,inspiration,inspirational,inspirational-quotes,inspire,inspiring,life,life-quotes,living,optimism,optimistic,peace,positive,positive-affirmation,positive-life,positive-thinking",      “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”  
    Jean-Paul Sartre  ,51,665,life,"complacency,life,self","      “You are -- your life, and nothing else.”  "
    Roy T. Bennett  ,107,655,life,"being-human,happiness,human,human-nature,humanism,humanity,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quote,inspirational-quotes,inspire,inspiring,learning,life,life-and-living,life-lessons,life-philosophy,life-quotes,living,love,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “Most of us must learn to love people and use things rather than loving things and using people.”  
    Khaled Hosseini  ,158,651,life,"life,quiet,silence,tranquility",      “Quiet is peace. Tranquility. Quiet is turning down the volume knob on life. Silence is pushing the off button. Shutting it down. All of it. - Amir”  
    Jo Nesbo  ,119,649,life,"death,depression,despair,life",      “Losing your life is not the worst thing that can happen. The worst thing is to lose your reason for living.”  
    Ransom Riggs  ,108,640,life,"dreams,hollow-city,life,miss-peregrines,nightmares","      “Strange, I thought, how you can be living your dreams and your nightmares at the very same time.”  "
    Bohdi Sanders  ,136,640,life,"anger,anger-management,ataraxy,bushido,inner-peace,inspirational,life,life-experience,life-lessons,martial-arts,motivational,self-control,serenity,warrior-ethos,warriors,warriorship,wisdom","      “Never respond to an angry person with a fiery comeback, even if he deserves it...Don't allow his anger to become your anger.”  "
    T.S. Eliot.  ,46,637,life,"illusion,life,time","      “There will be time, there will be time"
    Annie Dillard  ,72,636,life,"life,living","      “How we spend our days is, of course, how we spend our lives.”  "
    Rachel Vincent  ,106,633,life,"bad,good,life,memories","      “The worst memories stick with us, while the nice ones always seem to slip through our fingers.”  "
    Steve Maraboli  ,188,630,life,"action,change,gratitude,inspiration,life,motivational,purpose,seize-the-day",      “It doesn't matter what you did or where you were...it matters where you are and what you're doing. Get out there! Sing the song in your heart and NEVER let anyone shut you up!!”  
    Carl Gustav Jung  ,136,628,life,life,"      “As far as we can discern, the sole purpose of human existence is to kindle a light of meaning in the darkness of mere being.”  "
    Shannon Alder  ,136,626,life,"achievements,charity,commencement-speech,death,death-and-dying,dying,epitaph,eulogy,funerals,goals,gravestone,hearts,kindness,legacy,life,life-lessons,life-missions,life-purpose,purpose,speeches,stories,story,tombstones,tribute","      “Carve your name on hearts, not tombstones. A legacy is etched into the minds of others and the stories they share about you.”  "
    Anthony Robbins  ,393,624,life,"carpe-diem,life","      “Live life fully while you're here. Experience everything. Take care of yourself and your friends. Have fun, be crazy, be weird. Go out and screw up! You're going to anyway, so you might as well enjoy the process. Take the opportunity to learn from your mistakes: find the cause of your problem and eliminate it. Don't try to be perfect; just be an excellent example of being human.”  "
    Alexandre Dumas  ,150,621,life,"dreams,fantasy,life,living,pain,suffering","      “When you compare the sorrows of real life to the pleasures of the imaginary one, you will never want to live again, only to dream forever.”  "
    William Shakespeare  ,52,620,life,"death,life,meaning","      “Our revels now are ended. These our actors, "
    Roy T. Bennett  ,51,545,life,"inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “Gratitude builds a bridge to abundance.”  
    Roy T. Bennett  ,132,538,life,"adversity,challenge,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,potential","      “Challenge and adversity are meant to help you know who you are. Storms hit your weakness, but unlock your true strength.”  "
    Douglas Adams  ,391,939,humor,"bright-side,dying,humor,survival","      “What to do if you find yourself stuck in a crack in the ground underneath a giant boulder you can't move, with no hope of rescue. Consider how lucky you are that life has been good to you so far. Alternatively, if life hasn't been good to you so far, which given your current circumstances seems more likely, consider how lucky you are that it won't be troubling you much longer.”  "
    Jeaniene Frost  ,225,652,humor,"bones,cat,humor,sex","      “He f**ks even better than he looks”, I settled on saying. Several heads turned. I didn’t care; I was pissed. “And that beautiful face is going to be clamped between my legs as soon as we get home, don’t you worry.”  "
    J.K. Rowling  ,210,649,humor,"humor,percy-weasley","      “Hello, Minister!"" bellowed Percy, sending a neat jinx straight at Thicknesse, who dropped his wand and clawed at the front of his robes, apparently in awful discomfort. ""Did I mention I'm resigning?”  "
    Maggie Stiefvater  ,115,644,humor,"fate,humor","      “Fate,"" Blue replied, glowering at her mother, ""is a very weighty word to throw around before breakfast.”  "
    Jon Stewart  ,183,641,humor,"absurd,humor,thanksgiving","      “I celebrated Thanksgiving in an old-fashioned way. I invited everyone in my neighborhood to my house, we had an enormous feast, and then I killed them and took their land.”  "
    George Bernard Shaw  ,100,635,humor,"funny,humor,optimism,pessimism","      “A pessimist is a man who thinks everybody is as nasty as himself, and hates them for it.”  "
    George Carlin  ,72,622,humor,"america,humor,president,qualifications","      “In America, anyone can become president. That's the problem.”  "
    Carl Sagan  ,244,606,humor,"genius,humor,laughter,philosophy","      “But the fact that some geniuses were laughed at does not imply that all who are laughed at are geniuses. They laughed at Columbus, they laughed at Fulton, they laughed at the Wright brothers. But they also laughed at Bozo the Clown.”  "
    Tahereh Mafi  ,47,590,humor,"humor,kenji","      “Have you ever had a girlfriend, Kenji?"
    Voltaire  ,73,739,inspirational,inspirational,      “The most important decision you make is to be in a good mood.”  
    Steve Maraboli  ,121,717,inspirational,"grudges,hurt,inspirational,life,relationships,sorry","      “When you hold a grudge, you want someone else’s sorrow to reflect your level of hurt but the two rarely meet.”  "
    Kurt Cobain  ,97,590,humor,"different,humor,inspirational,misattributed,same,society",      “They laugh at me because I'm different; I laugh at them because they're all the same.”  
    Groucho Marx  ,168,569,humor,"dogs,humor,innuendo,naughty","      “Just give me a comfortable couch, a dog, a good book, and a woman. Then if you can get the dog to go somewhere and read the book, I might have a little fun.”  "
    Neil Gaiman  ,123,568,humor,"cookies,descriptions,ghosts,humor,scent,setting,smell","      “The house smelled musty and damp, and a little sweet, as if it were haunted by the ghosts of long-dead cookies.”  "
    George Carlin  ,88,562,humor,"butterflies,caterpillars,humor,injustice,work","      “The caterpillar does all the work, but the butterfly gets all the publicity.”  "
    J.K. Rowling  ,345,561,humor,"humor,oliver-wood,priority,quidditch","      “Bad news, Harry. I've just been to see Professor McGonagall about the Firebolt. She – er, got a bit shirty with me. Told me I'd got my priorities wrong. Seemed to think I cared more about winning the Cup than I do about staying alive. Just because I told her I didn't care if it threw you off, as long as you caught the Snitch first.”  "
    Cassandra Clare  ,282,560,humor,"city-of-fallen-angels,crazy,eric,funny,humor,love,teen,teenage-love","      “And now,"" Eric yelled into his mircophone, ""we're going to sing a new song-one we just wrote. This one's for my girlfriend. We've been going out for three weeks, and, damn, our love is true. We're gonna be together forever, baby. This one's called 'Bang You Like a Drum.”  "
    Douglas Adams  ,163,560,humor,"humor,science-fiction",      “My doctor says that I have a malformed public-duty gland and a natural deficiency in moral fibre and that I am therefore excused from saving universes.”  
    Laurie Halse Anderson  ,52,557,humor,"childhood,gym,humiliation,humor,p-e,physical-education",      “Gym should be illegal. It's humiliating.”  
    Jon Scieszka  ,67,554,humor,humor,      “Your brain is doing some great work when it's laughing.”  
    Veronica Roth  ,99,554,humor,humor,      “Leaving us with Eric is like hiring a babysitter who spends his time sharpening knives.”  
    Anna Godbersen  ,45,553,humor,"advice,gentlemen,humor,love,wisdom",      “Don't go looking for boys in the dark
    Jim Butcher  ,80,550,humor,"bob-the-skull,harry-dresden,humor,insanity","      “We have now left Reason and Sanity Junction. Next stop, Looneyville.”  "
    Seán O'Casey  ,79,545,humor,"destiny,drama,fate,humanity,humankind,humor,life,stage,theater,world",      “All the world's a stage and most of us are desperately unrehearsed.”  
    Stephen King  ,114,689,inspirational,inspirational,      “The place where you made your stand never mattered. Only that you were there...and still on your feet.”  
    Charles Spurgeon  ,852,689,inspirational,"bible,christian,faith,inspirational","      “There are times when solitude is better than society, and silence is wiser than speech. We should be better Christians if we were more alone, waiting upon God, and gathering through meditation on His Word spiritual strength for labour in his service. We ought to muse upon the things of God, because we thus get the real nutriment out of them. . . . Why is it that some Christians, although they hear many sermons, make but slow advances in the divine life? Because they neglect their closets, and do not thoughtfully meditate on God's Word. They love the wheat, but they do not grind it; they would have the corn, but they will not go forth into the fields to gather it; the fruit hangs upon the tree, but they will not pluck it; the water flows at their feet, but they will not stoop to drink it. From such folly deliver us, O Lord. . . .”  "
    Roy T. Bennett  ,120,679,inspirational,"growing,heart,humanity,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,learning,life,life-and-living,life-lessons,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,what-matters","      “Never let hard lessons harden your heart; the hard lessons of life are meant to make you better, not bitter.”  "
    Mitch Albom  ,61,673,inspirational,inspirational,      “Heaven can be found in the most unlikely corners.”  
    Harriet Tubman  ,177,672,inspirational,inspirational,"      “Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience, and the passion to reach for the stars to change the world.”  "
    Kurt Cobain  ,57,670,inspirational,"activism,dissent,inspirational,protest,truth-telling",      “The duty of youth is to challenge corruption.”  
    Malcolm X  ,106,668,inspirational,"accomplishment,action,impetus,inspirational","      “So early in my life, I had learned that if you want something, you had better make some noise.”  "
    Roy T. Bennett  ,120,666,inspirational,"inner-peace,inspiration,inspirational,inspirational-quotes,inspire,inspiring,life,life-quotes,living,optimism,optimistic,peace,positive,positive-affirmation,positive-life,positive-thinking",      “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”  
    Kahlil Gibran  ,109,666,inspirational,inspirational,"      “The Reality of The Other Person Lies Not In What He Reveals To You, But What He Cannot Reveal To You."
    Ronald Reagan  ,357,658,inspirational,"freedom,inspirational,personal-freedom","      “Freedom is never more than one generation away from extinction. We didn't pass it to our children in the bloodstream. It must be fought for, protected, and handed on for them to do the same, or one day we will spend our sunset years telling our children and our children's children what it was once like in the United States where men were free.”  "
    Roy T. Bennett  ,107,655,inspirational,"being-human,happiness,human,human-nature,humanism,humanity,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quote,inspirational-quotes,inspire,inspiring,learning,life,life-and-living,life-lessons,life-philosophy,life-quotes,living,love,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “Most of us must learn to love people and use things rather than loving things and using people.”  
    Joseph Campbell  ,200,654,inspirational,"advice-for-daily-living,inspirational,reading","      “Sit in a room and read--and read and read. And read the right books by the right people. Your mind is brought onto that level, and you have a nice, mild, slow-burning rapture all the time.”  "
    Walt Disney  ,44,653,inspirational,inspirational,"      “Think, Believe, Dream, and Dare.”  "
    Patrick Rothfuss  ,674,653,inspirational,"fantasy,fantasy-books,inspirational,writing","      “If you want to write a fantasy story with Norse gods, sentient robots, and telepathic dinosaurs, you can do just that. Want to throw in a vampire and a lesbian unicorn while you're at it? Go ahead. Nothing's off limits. But the endless possibility of the genre is a trap. It's easy to get distracted by the glittering props available to you and forget what you're supposed to be doing: telling a good story. Don't get me wrong, magic is cool. But a nervous mother singing to her child at night while something moves quietly through the dark outside her house? That's a story. Handled properly, it's more dramatic than any apocalypse or goblin army could ever be.”  "
    Geoff Johns  ,93,545,humor,humor,"      “I may not be smart enough to do everything, but I am dumb enough to try anything.”  "
    Eoin Colfer  ,44,541,humor,humor,      “Foaly: Anyone see you come in here? 
    Michelle Hodkin  ,140,539,humor,humor,"      “Noah shifted on the bed, and the oddest crunching sound came underneath him. I looked, really looked, at the bed for the first time."
    Eoin Colfer  ,104,536,humor,"humor,men","      “No matter what dimension you're in, there's a big-headed male trying to take over the world.”  "
    Langston Hughes  ,80,533,humor,humor,      “Humor is laughing at what you haven't got when you ought to have it.”  
    Patricia Briggs  ,54,532,humor,"cars,gender-stereotypes,humor,women","      “Why is it that all cars are women?"" he asked. "
    David Foster Wallace  ,311,531,humor,humor,"      “There are these two young fish swimming along and they happen to meet an older fish swimming the other way, who nods at them and says ""Morning, boys. How's the water?"" And the two young fish swim on for a bit, and then eventually one of them looks over at the other and goes ""What the hell is water?”  "
    Rick Riordan  ,60,518,humor,"florida,humor,miami,strange",      “Almost everything strange washes up near Miami. ”  
    Andrea Hirata  ,67,652,inspirational,inspirational,"      “Bermimpilah, karena Tuhan akan memeluk mimpi-mimpi itu.”  "
